Name	Label	Question	Type	Var
V2R6C1	Ministerios	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R7C1	Universidades	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R8C1	Centros de Desarrollo Tecnológico (CDT)	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R9C1	Centros de Investigación Autónomos	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R10C1	Incubadoras de Empresas de Base Tecnológica (IEBT)	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R11C1	Parques Tecnológicos	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R12C1	Centros Regionales de Productividad	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R13C1	Consejos Departamentales de Ciencia y Tecnología (CODECyT)	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R14C1	Comisiones Regionales de Competitividad	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R15C1	Agremiaciones Sectoriales y Cámaras de Comercio	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R16C1	Consultores en Innovación y Desarrollo Tecnológico	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V2R17C1	PROEXPORT	Indique si durante el período 2010 - 2011 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.   SI=1 NO=2	i	sino
V3R1C1	Otras empresas del mismo grupo (conglomerado)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R1C2	Otras empresas del mismo grupo (conglomerado) Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C3	Otras empresas del mismo grupo (conglomerado) Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C4	Otras empresas del mismo grupo (conglomerado) Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C5	Otras empresas del mismo grupo (conglomerado) Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C6	Otras empresas del mismo grupo (conglomerado) Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C7	Otras empresas del mismo grupo (conglomerado) Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C8	Otras empresas del mismo grupo (conglomerado) Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R1C9	Otras empresas del mismo grupo (conglomerado) Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C1	Proveedores	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R2C2	Proveedores Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C3	Proveedores Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C4	Proveedores Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C5	Proveedores Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C6	Proveedores Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C7	Proveedores Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C8	Proveedores Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R2C9	Proveedores Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C1	Clientes	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R3C2	Clientes Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C3	Clientes Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C4	Clientes Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C5	Clientes Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C6	Clientes Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C7	Clientes Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C8	Clientes Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R3C9	Clientes Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C1	Competidores	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R4C2	Competidores Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C3	Competidores Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C4	Competidores Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C5	Competidores Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C6	Competidores Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C7	Competidores Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C8	Competidores Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R4C9	Competidores Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C1	Consultores	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R5C2	Consultores Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C3	Consultores Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C4	Consultores Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C5	Consultores Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C6	Consultores Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C7	Consultores Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C8	Consultores Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R5C9	Consultores Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C1	Universidades	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R6C2	Universidades Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C3	Universidades Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C4	Universidades Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C5	Universidades Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C6	Universidades Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C7	Universidades Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C8	Universidades Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R6C9	Universidades Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C1	Centros de Desarrollo Tecnológico	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R7C2	Centros de Desarrollo Tecnológico Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C3	Centros de Desarrollo Tecnológico Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C4	Centros de Desarrollo Tecnológico Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C5	Centros de Desarrollo Tecnológico Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C6	Centros de Desarrollo Tecnológico Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C7	Centros de Desarrollo Tecnológico Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C8	Centros de Desarrollo Tecnológico Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R7C9	Centros de Desarrollo Tecnológico Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C1	Centros de Investigación Autónomos	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R8C2	Centros de Investigación Autónomos Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C3	Centros de Investigación Autónomos Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C4	Centros de Investigación Autónomos Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C5	Centros de Investigación Autónomos Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C6	Centros de Investigación Autónomos Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C7	Centros de Investigación Autónomos Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C8	Centros de Investigación Autónomos Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R8C9	Centros de Investigación Autónomos Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C1	Parques Tecnológicos	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R9C2	Parques Tecnológicos Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C3	Parques Tecnológicos Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C4	Parques Tecnológicos Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C5	Parques Tecnológicos Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C6	Parques Tecnológicos Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C7	Parques Tecnológicos Asistencia técnica y Consultoría	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C8	Parques Tecnológicos Ingeniería y diseño industrial	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R9C9	Parques Tecnológicos Formacion y Capacitación Especializada	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R10C1	Centros Regionales de Productividad	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1 NO=2	i	sino
V3R10C2	Centros Regionales de Productividad Investigación y Desarrollo (I+D)	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R10C3	Centros Regionales de Productividad Adquisición de maquinaria y equipo	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R10C4	Centros Regionales de Productividad Tecnologías de información y telecomunicaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R10C5	Centros Regionales de Productividad Mercadeo de Innovaciones	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
V3R10C6	Centros Regionales de Productividad Transferencia de Tecnología	En el período 2010 - 2011, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación.  SI=1	i	sino
