Name	Label	Question	Type
V1R22C2	Centros de formación y/o Tecnoparques Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R22C3	Centros de formación y/o Tecnoparques Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R23C1	Consultores o expertos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R23C2	Consultores o expertos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R23C3	Consultores o expertos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R24C1	Ferias y exposiciones	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R24C2	Ferias y exposiciones Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R24C3	Ferias y exposiciones Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R25C1	Seminarios y conferencias	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R25C2	Seminarios y conferencias Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R25C3	Seminarios y conferencias Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R26C1	Libros, revistas o catálogos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R26C2	Libros, revistas o catálogos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R26C3	Libros, revistas o catálogos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R27C1	Sistemas de información de propiedad industrial (banco de patentes)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R27C2	Sistemas de información de propiedad industrial (banco de patentes) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R27C3	Sistemas de información de propiedad industrial (banco de patentes) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R28C1	Sistema de información de derechos de autor	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R28C2	Sistema de información de derechos de autor Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R28C3	Sistema de información de derechos de autor Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R29C1	Internet	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R29C2	Internet Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R29C3	Internet Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R30C1	Bases de datos científicas y tecnológicas	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R30C2	Bases de datos científicas y tecnológicas Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R30C3	Bases de datos científicas y tecnológicas Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R31C1	Normas y reglamentos técnicos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R31C2	Normas y reglamentos técnicos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R31C3	Normas y reglamentos técnicos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R32C1	Instituciones Públicas (Ministerios, entidades descentralizadas, secretarías)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R32C2	Instituciones Públicas (Ministerios, entidades descentralizadas, secretarías) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R32C3	Instituciones Públicas (Ministerios, entidades descentralizadas, secretarías) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V2R1C1	COLCIENCIAS	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R2C1	SENA	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R3C1	ICONTEC	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R4C1	Superintendencia de Industria y Comercio	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R5C1	Dirección Nacional de Derechos de Autor	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R6C1	Ministerios	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R7C1	Universidades	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R8C1	Centros de Desarrollo Tecnológico (CDT)	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R9C1	Centros de Investigación Autónomos	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R10C1	Incubadoras de Empresas de Base Tecnológica (IEBT)	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R11C1	Parques Tecnológicos	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R12C1	Centros Regionales de Productividad	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R13C1	Consejos Departamentales de Ciencia y Tecnología (CODECyT)	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R14C1	Comisiones Regionales de Competitividad	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R15C1	Agremiaciones Sectoriales y Cámaras de Comercio	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R16C1	Consultores en Innovación y Desarrollo Tecnológico	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R17C1	PROEXPORT	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R18C1	BANCOLDEX	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V2R19C1	Entidades de formación técnica y tecnológica (distintas al SENA)	Indique si durante el período 2014 - 2015 su empresa tuvo relación alguna con los siguientes actores del SNCTI, como apoyo para la realización de actividades científicas, tecnológicas y de innovación, en la búsqueda de servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o de técnicas de comercialización nuevas.  SI=1 NO=2	i
V3R1C1	Otras empresas del mismo grupo (conglomerado)	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1 NO=2	i
V3R1C2	Otras empresas del mismo grupo (conglomerado) Socio Nacional	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C3	Otras empresas del mismo grupo (conglomerado) Socio Extranjero	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C4	Otras empresas del mismo grupo (conglomerado) Investigación y Desarrollo (I+D)	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C5	Otras empresas del mismo grupo (conglomerado) Adquisición de maquinaria y equipo	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C6	Otras empresas del mismo grupo (conglomerado) Tecnologías de información y telecomunicaciones	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C7	Otras empresas del mismo grupo (conglomerado) Mercadotecnia	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C8	Otras empresas del mismo grupo (conglomerado) Transferencia de Tecnología	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C9	Otras empresas del mismo grupo (conglomerado) Asistencia técnica y Consultoría	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C10	Otras empresas del mismo grupo (conglomerado) Ingeniería y diseño industrial	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R1C11	Otras empresas del mismo grupo (conglomerado) Formacion y Capacitación Especializada	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C1	Proveedores	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1 NO=2	i
V3R2C2	Proveedores Socio Nacional	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C3	Proveedores Socio Extranjero	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C4	Proveedores Investigación y Desarrollo (I+D)	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C5	Proveedores Adquisición de maquinaria y equipo	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C6	Proveedores Tecnologías de información y telecomunicaciones	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C7	Proveedores Mercadotecnia	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C8	Proveedores Transferencia de Tecnología	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C9	Proveedores Asistencia técnica y Consultoría	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C10	Proveedores Ingeniería y diseño industrial	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R2C11	Proveedores Formacion y Capacitación Especializada	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C1	Clientes	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1 NO=2	i
V3R3C2	Clientes Socio Nacional	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C3	Clientes Socio Extranjero	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C4	Clientes Investigación y Desarrollo (I+D)	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C5	Clientes Adquisición de maquinaria y equipo	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C6	Clientes Tecnologías de información y telecomunicaciones	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C7	Clientes Mercadotecnia	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
V3R3C8	Clientes Transferencia de Tecnología	En el período 2014 - 2015, ¿Su empresa cooperó con alguno de los siguientes tipos de socios para la realización de actividades científicas, tecnológicas y de innovación?. Si su respuesta es afirmativa, señale el objetivo de la cooperación. SI=1	i
